City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,sisimiut,66.9395,-53.6735,-6.45,79,100,3.92,GL,1731292944
83,puerto natales,-51.7236,-72.4875,4.47,94,92,2.59,CL,1731292946
84,gwanda,-20.9333,29.0,22.16,69,100,2.24,ZW,1731292947
85,remire-montjoly,4.9167,-52.2667,25.02,100,75,1.03,GF,1731292949
86,yeppoon,-23.1333,150.7333,26.44,66,94,5.26,AU,1731292950
87,mount gambier,-37.8333,140.7667,20.84,45,89,3.87,AU,1731292951
88,yoro,15.1333,-87.1333,19.97,97,6,1.15,HN,1731292952
89,mudanya,40.3753,28.8822,11.31,83,100,1.85,TR,1731292953
90,tura,25.5198,90.2201,25.3,65,0,0.76,IN,1731292954
91,talara,-4.5772,-81.2719,18.95,86,100,6.44,PE,1731292764
92,murghob,38.1702,73.9667,-6.07,66,59,2.31,TJ,1731292957
93,iskateley,67.6803,53.1512,-10.88,88,32,2.64,RU,1731292958
94,christchurch,-43.5333,172.6333,15.53,53,100,8.23,NZ,1731292846
95,pizarro,4.9533,-77.366,25.24,82,99,3.35,CO,1731292960
96,sanok,49.5557,22.2056,0.61,80,0,0.99,PL,1731292961
97,sabang,5.8933,95.3214,27.53,76,98,2.45,ID,1731292962
98,gloucester point,37.254,-76.4969,18.36,79,100,4.63,US,1731292800
99,vadso,70.0744,29.7487,5.09,87,75,4.63,NO,1731292965
100,nova sintra,14.8667,-24.7167,26.72,71,1,6.18,CV,1731292966
101,betioky,-23.7167,44.3833,23.11,71,33,1.26,MG,1731292967
102,itaituba,-4.2761,-55.9836,30.22,36,100,0.96,BR,1731292968
103,hulan,45.9833,126.6,4.74,24,97,5.94,CN,1731292969
104,duyun,26.2667,107.5167,22.28,49,9,1.45,CN,1731292970
105,proletar,40.167,69.504,5.3,87,40,2.0,TJ,1731292971
106,bejar,40.3864,-5.7634,10.32,97,54,3.76,ES,1731292973
107,taiping,4.85,100.7333,26.56,87,100,0.25,MY,1731292974
108,jwaneng,-24.6004,24.7303,18.76,77,100,3.3,BW,1731292975
109,argo,37.6333,22.7333,10.59,73,66,1.73,GR,1731292976
110,enewetak,11.3474,162.3373,28.06,80,54,8.66,MH,1731292977
111,belabo,4.9333,13.3,19.45,91,43,0.78,CM,1731292978
112,eyl,7.9803,49.8164,25.84,75,32,6.63,SO,1731292979
113,bodaybo,57.8506,114.1933,-10.85,82,100,0.07,RU,1731292981
114,chonchi,-42.6128,-73.8092,5.62,97,19,1.25,CL,1731292723
115,bealanana,-14.55,48.7333,19.91,83,79,1.79,MG,1731292983
116,bilibino,68.0546,166.4372,-22.71,100,98,1.03,RU,1731292984
117,murashi,59.3999,48.9615,-1.73,97,97,1.21,RU,1731292985
118,urangan,-25.3,152.9,24.69,76,98,6.95,AU,1731292986
119,sretensk,52.2453,117.7093,-5.41,91,100,1.11,RU,1731292988
120,vila nova de foz coa,41.0637,-7.2039,13.63,66,81,1.87,PT,1731292989
121,bredasdorp,-34.5322,20.0403,13.6,88,43,1.83,ZA,1731292990
122,ixmiquilpan,20.4833,-99.2333,16.7,89,8,2.43,MX,1731292991
123,selfoss,63.9331,-20.9971,3.91,80,100,4.92,IS,1731292992
124,zabaykal'sk,49.6333,117.3167,-1.52,55,26,5.03,RU,1731292706
125,mammoth lakes,37.6485,-118.9721,1.4,30,0,2.06,US,1731292994
126,khandyga,62.6667,135.6,-16.66,91,100,0.3,RU,1731292996
127,sinabang,2.4803,96.3801,28.86,74,49,0.82,ID,1731292997
128,hamilton,39.1834,-84.5333,18.01,93,20,3.09,US,1731292888
129,papatowai,-46.5619,169.4708,13.23,47,82,5.83,NZ,1731292999
130,saint-pierre,-21.3393,55.4781,24.82,73,0,1.54,RE,1731293000
131,sao tome,0.3365,6.7273,25.73,83,98,1.91,ST,1731293001
132,maych'ew,12.7875,39.5422,10.87,92,13,1.55,ET,1731293002
133,shangqiu,34.45,115.65,18.37,66,97,1.3,CN,1731293003
134,wynyard,-41.0,145.7167,18.01,52,0,4.56,AU,1731293005
135,nadym,65.5333,72.5167,-12.25,92,100,11.23,RU,1731293006
136,jennings,38.7192,-90.2604,13.94,70,0,4.12,US,1731293007
137,aykhal,66.0,111.5,-14.17,95,100,3.43,RU,1731293008
138,camacupa,-12.0167,17.4833,16.92,96,99,1.74,AO,1731293009
139,amga,60.8953,131.9608,-11.59,92,97,1.67,RU,1731293010
140,skrunda,56.6833,22.0167,2.14,86,100,2.13,LV,1731293011
141,al jaradiyah,16.5795,42.9124,27.86,72,3,1.78,SA,1731293014
142,san julian,21.0167,-102.1667,22.18,32,95,4.13,MX,1731293015
143,malango,-2.9627,119.9001,26.7,73,64,1.3,ID,1731293016
144,lakhdenpokh'ya,61.5198,30.1992,-0.16,76,100,1.83,RU,1731293017
145,bereznik,62.8551,42.7072,0.3,93,100,2.45,RU,1731293018
146,pimentel,-6.8367,-79.9342,18.16,88,0,4.63,PE,1731293019
147,guerrero negro,27.9769,-114.0611,17.54,64,90,4.35,MX,1731293021
148,mahibadhoo,3.7833,72.9667,27.86,75,20,3.32,MV,1731293022
149,hotan,37.0997,79.9269,10.2,37,88,3.13,CN,1731293023
150,guarapuava,-25.3953,-51.4581,15.74,92,9,1.54,BR,1731293024
151,raja,8.4596,25.678,24.94,65,100,1.29,SS,1731293025
152,san luis,-33.295,-66.3356,12.48,79,17,9.0,AR,1731292789
153,nema,57.5067,50.5011,-1.81,95,99,3.46,RU,1731293027
154,greater sudbury,46.49,-80.99,5.03,96,100,2.24,CA,1731292953
155,utrik,11.2278,169.8474,28.53,76,3,8.76,MH,1731293030
156,akureyri,65.6835,-18.0878,6.96,57,75,4.63,IS,1731293031
157,ushuaia,-54.8,-68.3,5.81,75,75,9.26,AR,1731293032
158,namibe,-15.1961,12.1522,20.05,72,67,1.24,AO,1731293033
159,borba,-4.3878,-59.5939,27.07,68,72,1.69,BR,1731293034
160,holyhead,53.3062,-4.6321,9.0,87,100,2.57,GB,1731293036
161,keflavik,64.0049,-22.5624,6.24,87,75,6.17,IS,1731293038
162,ketchikan,55.3422,-131.6461,7.99,81,100,6.69,US,1731293039
163,invercargill,-46.4,168.35,13.9,62,50,5.81,NZ,1731293040
164,santo domingo de la calzada,42.4285,-2.9555,11.39,91,87,1.69,ES,1731293041
165,dunedin,-45.8742,170.5036,13.78,58,34,2.68,NZ,1731293042
166,canon city,38.441,-105.2424,5.21,63,0,0.0,US,1731293043
167,crucecita,-28.95,-58.9833,22.49,50,0,3.36,AR,1731293044
168,colindres,43.3864,-3.4353,15.05,94,88,1.37,ES,1731293046
169,puerto ayora,-0.7393,-90.3518,21.42,87,88,2.24,EC,1731293047
170,cururupu,-1.8283,-44.8683,25.12,84,20,2.0,BR,1731293048
171,yanchep,-31.55,115.6833,21.85,52,0,4.5,AU,1731293049
172,qaqortoq,60.7167,-46.0333,-2.48,77,100,3.15,GL,1731293050
173,pariaman,-0.619,100.12,29.03,65,94,1.68,ID,1731293051
174,yemetsk,63.4721,41.7941,0.89,91,100,2.52,RU,1731293052
175,sidi ifni,29.3797,-10.173,19.21,75,3,1.86,MA,1731292930
176,touros,-5.1989,-35.4608,25.76,67,100,5.19,BR,1731293055
177,pisco,-13.7,-76.2167,19.03,77,0,7.2,PE,1731293056
178,atafu village,-8.5421,-172.5159,27.7,75,9,3.73,TK,1731293057
179,piranhas,-16.4269,-51.8222,24.73,85,100,1.08,BR,1731293058
180,balykshi,47.0667,51.8667,3.0,100,100,1.0,KZ,1731293059
181,udachny,66.4167,112.4,-14.47,94,100,2.04,RU,1731293060
182,weno,7.4515,151.8468,31.97,74,40,3.6,FM,1731293061
183,west island,-12.1568,96.8225,28.99,74,100,7.2,CC,1731293063
184,tupaciguara,-18.5922,-48.705,23.69,69,100,1.89,BR,1731293064
185,san patricio,28.017,-97.5169,24.97,74,0,3.14,US,1731293065
186,chernomorskoye,45.5039,32.6997,8.05,80,100,6.75,UA,1731293066
187,macusani,-14.0833,-70.4333,5.12,82,100,2.76,PE,1731293067
188,arraial do cabo,-22.9661,-42.0278,22.03,69,7,1.7,BR,1731293068
189,broken hill,-31.95,141.4333,20.6,52,100,3.83,AU,1731292980
190,bagudo,11.4033,4.2296,21.11,29,3,2.62,NG,1731293072
191,fort bragg,35.139,-79.006,18.75,87,100,2.06,US,1731293073
192,afaahiti,-17.75,-149.2833,24.49,86,90,7.98,PF,1731293074
193,as sulayyil,20.4607,45.5779,18.87,46,89,2.5,SA,1731293075
194,paracuru,-3.41,-39.0306,25.57,78,92,5.4,BR,1731293076
195,georgetown,5.4112,100.3354,30.96,74,20,1.54,MY,1731293077
196,bamboo flat,11.7,92.7167,29.05,79,40,2.57,IN,1731293079
197,mount pearl,47.5166,-52.7813,2.3,78,75,9.77,CA,1731293080
198,bonthe,7.5264,-12.505,26.09,81,31,0.93,SL,1731293081
199,new norfolk,-42.7826,147.0587,19.28,16,3,1.02,AU,1731293082
200,kavaratti,10.5669,72.642,28.16,71,1,2.96,IN,1731293083
201,pangoa,-12.1167,-73.0,20.82,96,88,1.24,PE,1731293084
202,abong mbang,3.9833,13.1833,19.18,99,94,0.95,CM,1731293085
203,sao vicente,-23.9631,-46.3919,19.99,26,0,1.6,BR,1731292838
204,fort st. john,56.2499,-120.8529,-1.06,74,100,4.63,CA,1731293088
205,stara syniava,49.6032,27.6191,0.86,84,6,1.44,UA,1731293089
206,hithadhoo,-0.6,73.0833,28.26,70,60,5.51,MV,1731293090
207,nantucket,41.2835,-70.0995,14.06,82,100,9.96,US,1731292821
208,blackwell,36.8045,-97.2828,12.01,85,0,0.0,US,1731292862
209,coolum beach,-26.5333,153.1,29.63,84,85,5.9,AU,1731293093
210,susuman,62.7833,148.1667,-26.96,94,99,0.97,RU,1731293094
211,pangody,65.85,74.4859,-13.05,93,100,9.66,RU,1731293096
212,stanley,54.868,-1.6985,6.21,89,78,3.22,GB,1731293097
213,gijang,35.2442,129.2139,15.85,62,0,4.46,KR,1731293098
214,nagqu,31.5,92.0,0.51,34,0,2.06,CN,1731293099
215,drahichyn,52.1874,25.1597,1.15,87,11,2.01,BY,1731293100
216,rantepao,-2.9701,119.8978,26.7,73,64,1.3,ID,1731293101
217,mogadishu,2.0371,45.3438,26.36,82,95,4.26,SO,1731293102
218,brisas de zicatela,15.8369,-97.0419,27.29,83,0,0.0,MX,1731293104
219,chibougamau,49.9168,-74.3659,0.79,100,100,1.54,CA,1731293105
220,richards bay,-28.783,32.0377,19.94,94,100,2.12,ZA,1731293106
221,uturoa,-16.7333,-151.4333,26.81,83,67,6.57,PF,1731293107
222,avarua,-21.2078,-159.775,24.03,73,40,3.09,CK,1731293108
223,narvik,68.4384,17.4272,5.45,92,57,1.77,NO,1731293109
224,posto fiscal rolim de moura,-13.0833,-62.2667,24.56,85,94,1.5,BR,1731293110
225,kone,-21.0595,164.8658,32.1,39,1,3.58,NC,1731293112
226,vilyuchinsk,52.9306,158.4028,-2.85,94,100,2.1,RU,1731293113
227,valparaiso,-33.0393,-71.6273,16.8,51,0,1.54,CL,1731292904
228,coquimbo,-29.9533,-71.3436,14.85,85,0,1.03,CL,1731292858
229,happy valley-goose bay,53.3168,-60.3315,1.17,69,20,3.09,CA,1731293110
230,holualoa,19.6228,-155.9522,24.91,82,20,4.12,US,1731293119
231,ribeira grande,38.5167,-28.7,20.99,87,85,6.71,PT,1731293120
232,champerico,14.3,-91.9167,27.34,77,43,0.51,GT,1731293121
233,villamontes,-21.25,-63.5,23.71,49,0,0.98,BO,1731293122
234,sur,22.5667,59.5289,26.02,50,0,0.77,OM,1731292951
235,port alfred,-33.5906,26.891,14.54,97,100,3.17,ZA,1731293124
236,aasiaat,68.7098,-52.8699,-9.63,99,100,3.86,GL,1731293125
237,macau,22.2006,113.5461,26.51,78,20,4.63,MO,1731293127
238,yilan,24.757,121.753,23.78,90,97,2.93,TW,1731293128
239,alotau,-10.3069,150.4462,29.36,70,100,1.38,PG,1731293129
240,lihue,21.9789,-159.3672,25.77,83,100,6.17,US,1731293130
241,tosontsengel,48.7567,98.2839,-5.45,61,53,1.18,MN,1731293131
242,pasuquin,18.3328,120.6177,27.97,89,100,7.2,PH,1731293132
243,ancud,-41.8697,-73.8203,7.63,78,7,3.16,CL,1731293134
244,berdigestyakh,62.0989,126.6992,-14.58,97,98,1.62,RU,1731293135
245,arno,60.1167,18.6333,5.8,83,100,3.18,SE,1731293136
246,puerto aysen,-45.4,-72.7,6.18,100,100,2.11,CL,1731293137
247,dhidhdhoo,6.8833,73.1,28.13,72,9,4.05,MV,1731293138
248,shipunovo,52.1582,82.2173,0.71,97,100,8.91,RU,1731293139
249,san fernando,15.0286,120.6898,28.85,69,100,5.07,PH,1731293141
250,brady,31.1352,-99.3351,16.25,51,100,4.63,US,1731293142
251,severo-yeniseyskiy,60.3725,93.0408,-6.83,91,100,2.13,RU,1731293143
252,pemangkat,1.1667,108.9667,27.21,81,98,2.0,ID,1731293144
253,morant bay,17.8815,-76.4093,26.05,87,11,2.24,JM,1731293145
254,wongsorejo,-7.9908,114.4009,30.71,62,53,2.55,ID,1731293146
255,papao,-17.75,-149.55,27.82,90,83,8.98,PF,1731293147
256,ghanzi,-21.5667,21.7833,20.44,73,100,3.13,BW,1731293148
257,dickson,36.077,-87.3878,18.31,98,39,0.89,US,1731292972
258,caleta de carquin,-11.0925,-77.6267,18.83,84,85,3.88,PE,1731293151
259,sao francisco do sul,-26.2433,-48.6381,21.95,78,75,1.54,BR,1731293016
260,ivdel',60.6911,60.4206,-9.57,80,3,3.1,RU,1731293153
261,qoryooley,1.7878,44.53,24.83,88,95,2.61,SO,1731293154
262,kijang,35.2442,129.2139,15.85,62,0,4.46,KR,1731293155
263,itapetininga,-23.5917,-48.0531,14.8,93,0,2.75,BR,1731293156
264,naze,28.3667,129.4833,25.51,82,33,3.09,JP,1731293157
265,thompson,55.7435,-97.8558,-5.91,100,20,1.54,CA,1731292936
266,hengchun,22.0042,120.7439,27.33,75,17,10.41,TW,1731293160
267,shubarshi,48.5872,57.1869,1.42,83,100,4.44,KZ,1731293161
268,maridi,4.9158,29.4742,18.83,96,98,1.97,SS,1731293162
269,ishigaki,24.3448,124.1572,27.07,78,75,6.17,JP,1731293163
270,kuyeda,56.4311,55.5886,-4.31,93,62,4.84,RU,1731293164
271,hauterive,46.0901,3.4459,7.43,98,36,1.93,FR,1731293165
272,idri,27.5,13.2667,16.85,39,100,2.52,LY,1731293167
273,gargalianoi,37.0667,21.6333,13.34,73,59,3.21,GR,1731293168
274,dryden,49.7833,-92.7503,7.16,100,100,6.17,CA,1731293169
275,lompoc,34.6391,-120.4579,13.29,88,0,3.13,US,1731293170
276,al qusayr,34.5091,36.5798,12.89,92,11,0.68,SY,1731293171
277,tayshet,55.9342,98.0044,1.43,59,100,5.14,RU,1731293172
278,camargo,27.6667,-105.1667,18.25,25,0,1.62,MX,1731293173
279,yuzhno-kurilsk,44.0306,145.8556,9.26,69,68,9.72,RU,1731293176
280,saquarema,-22.92,-42.5103,20.08,77,15,1.22,BR,1731293177
281,lata,40.1629,-8.3327,11.91,97,78,1.82,PT,1731293178
282,trinidad,-14.8333,-64.9,26.07,78,37,2.01,BO,1731293137
283,coruripe,-10.1256,-36.1756,24.7,84,47,7.42,BR,1731293180
284,tamanrasset,22.785,5.5228,10.95,40,0,1.54,DZ,1731293181
285,boli,45.7667,130.5167,4.74,23,17,1.33,CN,1731293182
286,salalah,17.0151,54.0924,22.05,46,0,3.09,OM,1731293184
287,lamu,-2.2717,40.902,25.88,87,93,3.15,KE,1731293185
288,constantia,44.1833,28.65,4.38,74,99,8.86,RO,1731293186
289,victorica,-36.2151,-65.4359,12.06,64,0,3.57,AR,1731293187
290,nuku'alofa,-21.1333,-175.2,25.19,88,75,7.2,TO,1731293188
291,katsuura,35.1333,140.3,18.43,89,100,6.49,JP,1731293189
292,yarmouth,41.7057,-70.2286,14.03,81,100,8.23,US,1731292756
293,al jawf,29.5,38.75,16.73,65,0,3.68,SA,1731293192
294,sirjan,29.452,55.6814,12.63,36,100,0.46,IR,1731293193
295,fonte boa,-2.4959,-66.2662,23.88,96,59,1.36,BR,1731293194
296,mil'kovo,55.6078,37.7956,1.86,57,50,2.06,RU,1731293195
297,kirakira,-10.4544,161.9205,28.15,78,100,3.81,SB,1731293196
298,benjamin aceval,-24.9667,-57.5667,25.11,45,0,1.96,PY,1731293197
299,paita,-5.0892,-81.1144,18.3,86,96,5.15,PE,1731293198
300,okhotsk,59.3833,143.3,-9.44,66,100,9.1,RU,1731293200
301,gallup,35.5281,-108.7426,3.91,20,0,1.54,US,1731293201
302,tazovsky,67.4667,78.7,-15.71,93,100,7.44,RU,1731293202
303,vikhorevka,56.1201,101.1636,-3.8,74,100,2.86,RU,1731293203
304,carthage,36.8611,10.3316,14.74,94,40,1.03,TN,1731293205
305,howard springs,-12.497,131.047,33.82,64,56,2.43,AU,1731293207
306,howrah,22.5892,88.3103,25.0,83,40,2.57,IN,1731293208
307,yaren,-0.5472,166.916,28.26,69,0,5.48,NR,1731293209
308,choyr,46.3611,108.3611,1.01,41,17,4.57,MN,1731293210
309,pocatello,42.8713,-112.4455,10.26,44,0,6.26,US,1731293016
310,egilsstadir,65.2653,-14.3948,5.95,65,40,6.17,IS,1731293212
311,hadibu,12.65,54.0333,25.66,81,12,4.23,YE,1731293213
312,san jose de feliciano,-30.3845,-58.7517,21.54,51,0,4.36,AR,1731293215
313,inverell,-29.7833,151.1167,27.87,54,89,4.47,AU,1731293216
314,cherdakly,54.3594,48.845,-2.03,100,0,1.0,RU,1731293217
315,stephenville,32.2207,-98.2023,16.07,59,0,2.06,US,1731293219
316,es castell,39.8795,4.2854,17.38,77,40,8.75,ES,1731293220
317,sorong,-0.8833,131.25,28.16,75,27,1.58,ID,1731293222
318,lodja,-3.4833,23.4333,18.68,98,97,0.58,CD,1731293223
319,shingu,33.7333,135.9833,22.33,67,69,1.98,JP,1731293224
320,auki,-8.7676,160.7034,27.86,82,100,1.23,SB,1731293225
321,kisesa,-3.0833,34.15,19.45,70,84,2.72,TZ,1731293226
322,muhammadabad,25.6333,83.75,26.41,45,0,1.14,IN,1731293227
323,shuangjiang,26.1547,109.7138,22.28,42,0,1.77,CN,1731293229
324,kandiari,26.9156,68.5216,27.63,47,0,1.02,PK,1731293230
325,mahina,-17.5065,-149.489,27.87,78,100,4.12,PF,1731293231
326,kangaba,11.9333,-8.4167,21.7,38,0,1.48,ML,1731293232
327,than,22.5667,71.1833,26.29,38,0,2.24,IN,1731293233
328,cidreira,-30.1811,-50.2056,20.6,80,0,9.87,BR,1731293234
329,santa marta,11.2408,-74.199,26.03,90,75,3.6,CO,1731293113
330,hasaki,35.7333,140.8333,19.25,87,100,6.23,JP,1731293237
331,namtsy,62.7161,129.6658,-15.66,94,98,0.96,RU,1731293239
332,miyako,39.6367,141.9525,18.12,37,0,1.23,JP,1731293240
333,tindouf,27.6711,-8.1474,22.33,23,3,2.98,DZ,1731293241
334,nuuk,64.1835,-51.7216,-2.66,100,100,2.57,GL,1731293242
335,alghero,40.5589,8.3181,17.05,82,0,5.14,IT,1731293243
336,codrington,-38.2667,141.9667,17.42,59,60,6.92,AU,1731293244
337,ponta delgada,37.7333,-25.6667,20.4,88,75,6.17,PT,1731293246
338,verkhnevilyuysk,63.4453,120.3167,-11.38,92,100,2.76,RU,1731293247
339,nsanje,-16.92,35.262,23.73,79,12,1.28,MW,1731293248
340,scottburgh,-30.2867,30.7532,18.93,91,100,3.11,ZA,1731293249
341,gadzhiyevo,69.2551,33.3362,2.45,70,100,7.66,RU,1731293250
342,tual,-5.6667,132.75,28.44,78,61,5.8,ID,1731293251
343,siliana,36.085,9.3708,14.25,81,81,1.61,TN,1731293252
344,nova odesa,47.3078,31.7851,2.27,83,75,3.19,UA,1731293254
345,inebolu,41.9747,33.7608,11.07,73,100,1.81,TR,1731293255
346,ambodifotatra,-16.9833,49.85,25.8,81,9,3.42,MG,1731293256
347,miri,4.4148,114.0089,30.08,74,40,0.0,MY,1731293257
348,lewiston orchards,46.3804,-116.9754,9.93,82,75,3.09,US,1731293258
349,bengkulu,-3.8004,102.2655,29.17,68,73,1.66,ID,1731293116
350,valdez,1.2492,-78.9831,24.51,81,93,4.48,EC,1731293081
351,tralee,52.2704,-9.7026,6.75,93,66,1.68,IE,1731293262
352,iwon-up,40.3231,128.6553,11.17,71,99,2.23,KP,1731293263
353,coxim,-18.5067,-54.76,26.68,65,5,1.68,BR,1731293264
354,suda,59.1525,37.5582,-0.87,90,92,1.8,RU,1731293265
355,nadi,-17.8,177.4167,31.0,58,40,7.2,FJ,1731293266
356,badger,64.8,-147.5333,-17.05,84,0,2.06,US,1731293267
357,ebaye,8.7748,167.7392,31.01,66,0,5.14,MH,1731293268
358,seydisehir,37.4193,31.8453,7.49,66,100,1.4,TR,1731293270
359,chashniki,54.8569,29.1607,5.45,80,100,1.23,BY,1731293271
360,khilok,51.3674,110.4676,-5.39,77,90,1.47,RU,1731293273
361,palikir - national government center,6.9248,158.1611,31.41,70,100,4.12,FM,1731293274
362,rahimah,26.7079,50.0619,25.75,67,10,4.01,SA,1731293275
363,dhuusamarreeb,5.535,46.3861,24.79,71,89,2.26,SO,1731293276
364,ust'-kulom,61.6864,53.6902,-6.72,91,55,3.19,RU,1731293278
365,kirovskiy,45.0917,133.5136,4.37,42,0,2.94,RU,1731293279
